,place,last_name,first_name,age,time,race_id
539,540,LOCHNER,KATHLEEN,22,76:16.8,1
540,541,BROSNAN,CLIFF,32,76:17.2,1
541,542,NOLAN,SUE,21,76:20.1,1
542,543,BANDOS,JANICE,20,76:24.5,1
543,544,BENTROVAID,DONALD,65,76:35.4,1
544,545,EDWARDS,RICHARD,66,76:39.7,1
545,546,FITZPATRICK,JODY,23,76:45.0,1
546,547,OSTROFF,JEFFREY,33,76:48.2,1
547,548,OSWALD,KURT,67,76:51.3,1
548,549,WAGNER,DIANE,22,76:53.2,1
549,550,O'NEILL,JOHN,68,?6:55.5,1
550,551,MINDELL,PEARL,4,76:59.2,1
551,552,FOLEY,TED,9,77:07.0,1
552,553,MOFFETT,DANIEL,34,77:09.7,1
553,554,WINNE,DAVID,15,77:15.0,1
554,555,BRUST,LAURA,22,77:19.0,1
555,556,POLICASTRO,JIM,69,77:24.3,1
556,557,KERSHNER,THOMAS,70,77:26.5,1
557,558,THOMAS,VIVIAN,23,77:35.7,1
558,559,MELANDER,MARY,23,77:40.2,1
559,560,TERRY,JULIE,23,77:42.4,1
560,561,OUELLETTE,MICHAEL,35,77:43.3,1
561,562,HARRISON,DEBORAH,24,77:46.7,1
562,563,MASON,THOMAS,16,77:48.0,1
563,564,DANA,IRVAN,17,78:1O.l,1
564,565,EDELSTEIN,ART,71,78:13.0,1
565,566,RELLES,HOWARD,81,78:20.8,1
566,567,HARGROVE,ROBERT,72,78:22.7,1
567,568,CRAIG,STEPHEN,35,78:25.1,1
568,569,BLANCHARD,BARBARA,24,78:27.1,1
569,570,WILLIAMS,ELIZABETH,25,78:34.1,1
570,571,BONDI,GERALD,37,78:42.4,1
571,572,BONVILLE,MARGERET,24,78:44.9,1
572,573,HAMM,RAYMOND F JR,82,78:54.6,1
573,574,NITSCHE,DEBBIE,25,79:08.1,1
574,575,REYNOLDS,CAROL,25,79:45.3,1
575,576,TESIERO,RAY,83,74:53.3,1
576,577,KELLEY,BRENOA,26,80:21.7,1
577,578,REKART,LINDA,27,80:28.0,1
578,579,MARTIN,KEN,73,80:40.5,1
579,580,SMULLEN,WILLIAM,38,80:44.8,1
580,581,RILLER,RAYMOND,76,80:46.3,1
581,582,DEAN,JAMES,18,80:56.3,1
582,583,SERBENT,GARY,10,80:57.4,1
583,584,DASHNAW,TODD,11,81:12.5,1
584,585,BISAILLON,R0BERT,84,81:29.3,1
585,586,SNYDER,CLIFFORD,74,81:42.6,1
586,587,GIOVANNANGEIO,DANIE,75,81:52.6,1
587,588,ALLEN,BILL,85,81:55.9,1
588,589,COLL,HELEN,5,82:01.5,1
589,590,ZEGGFR,NINA,26,82:02.3,1
590,591,ADAMS,JAMES,39,82:03.6,1
591,592,PEACOCK,GAIL,28,82:22.5,1
592,593,DUGGAN,LAURA,4,82:30.9,1
593,594,STAUFENBERG,GEORGE,86,82:33.7,1
594,595,NITSCHE,LAURA,27,82:49.7,1
595,586,GIAEVER,IVAR,19,82:53.6,1
596,597,AIELLO,JOSEPH,76,83:04.8,1
597,598,MONTAGNINO,SHAHON,29,83:96.6,1
598,599,C0TROFELO,AMY,28,83:39.3,1
599,600,GOLUB,NEIL,87,83:42.2,1
600,601,BROWN,LIANE,30,84:50.1,1
601,602,MILLER,NORMAN,77,85:43.1,1
602,603,ROSENBLATT,LAURA,26,85:53.1,1
603,604,CRANDALL,DEBRA,29,85:54.9,1
604,605,KAVANAUGH,VALERIE,78,86:22.8,1
605,606,LITTRELL,DEBORAH,31,86:40.9,1
606,607,KENT,SC0TT,40,86:46.1,1
607,608,SILVA,JOE,79,86:48.1,1
608,609,COOLEY,LINO A,32,87:31.9,1
609,610,BAILEY,RICHARD,80,88:44.6,1
610,611,PJONTEK,BILL,77,88:44.9,1
611,612.,BOYKO,ARTHUR,78,S9:09.2,1
612,613,ALLARD,TOD,79,89:09.6,1
613,614,GRIFFIN,ANN,30,89:13.2,1
614,615,OCONNCR,WILLIAR,81,89:18.0,1
615,616.,ZABINSKI.VINCENT,,82,89:18.4,1
616,617,HEIN,JOSEPH,83,89:20.8,1
617,618,THOMAS,JOHN,84,89:32.6,1
618,619,BOYKO,SANDRA,27,90:46.2,1
619,620,SERBENT,FBANK,88,91:57.5,1
620,621,STEWART,BONNIE,28,92:04.5,1
621,622,FRANCE.,THOMAS,85,97:28.2,1
622,623,FYVIE,DAVID,41,99:30.5,1
623,624,WELLETTE,CLARENCE,20,00:16.9,1
624,625,DASHNAN,FRANK,86,00:17.5,1
625,626,DASHNAW,ANGELA,5,00:17.5,1
626,627,MCGIFFIN,MARCIA,31,05:45.0,1
627,628,MANN,JAMES,80,10:26.0,1
